,Review,Ratings,Date
3372,ief halt at the hotel and Sonali & Priya at the lobby ensured that they made our little halt superlative!! They made sure that my lil one was well taken care of.  Well done Guys! Looking forward to seeing you soon! Keep up the great work that you guys do!!,5, wrote a review Jun 2016
3373,"C is one my favorite hotel and always top in my list. I am regular guest with urg sonar in Kolkata . I must say every itc has maintained their standards and the kind of hospitality they show towards their guest,its commendable. Special mention to Preetendra , she offered us very friendly advise about must visit shopping places and good restaurants around the hotel. She always respond promptly to our needs ,and very helpful and reachable during our stay . Geeta was also very nice to us . Buffet variety ,taste of food along with quality was quite impressive as compare to other properties in jaipur. We have been given a very nice pool facing room but the only problem which we faced during our stay was cooling. AC took lots of time to get cool . The only suggestion is to have…",5, review Jun 2016
3374,on entering the hotel the eyes are greeted by a grand central staircase. The lobby furniture is quite colourful with rich jewel tone chairs and cushions. The hotel is nicely located  with all the necessary amenities for a pleasant stay.    The pool is set in a courtyard with easy access from various points. There is a spa with full services.  Lunch in Jal Mahal restaurant was quite delicious with a variety of options. Servers were attentive and efficient.,4, a review Jun 2016
3375,"ving also stayed in the ITC at Agra and now here I think I'm in love! I've yet to meet one miserable unfriendly member of staff - they simply just don't exist! I've used every amenity the hotels have to offer and at every 'touch point' had my expectations met and exceeded - I wish my business could do that! Yes It's not tourist season here but somehow I don't think being busy would change much as its about a service attitude and attention to detail - that, I can't see changing. So #ITCHotels You've loved me and  I LOVE YOU TOO!!!",5, review Jun 2016
3376,visited the pink city again and I stayed in ITC this time I found this was a very nice hotel to stay in with this itc having his best staff to treat and take care of guest a vry spcl thnkx for the front oficce lady ms.priya .and they offer great food with even they had very nice rooms though .I had a great time over here best of luck keep going on,5,review Jun 2016
3377,is is my first visit to India because of my business. My company chose this hotel for me and I am delighted to announce that I am feeling like home away from home here . Staff has paid attention on all touch point during my stay which was commendable.  All the restaurant has great variety with delicious food . Special mention to young lady Geeta who was very courteous and pretendra for taking good care of us . These two ladies were always smiling and taken an extra step to provide us the best.Thank you for the hospitality and all the gestures . Would love to come back here ,5,e a review Jun 2016
3378," We were with family on a holiday in jaipur so decided to celebrate our wedding anniversary at ITC Rasputana. I was very disappointed with the food  seved.   Taste was not great.  We ordered vegetarian  and was quite disappointed. I have been to other ITC,s in bangalore and Mumbai which is extremely good.  ",2,a review May 2016
3379,"os ------ - Walking distance from Jaipur Railway station. Less than 1 Km. - Early check-in, late check-out. - Free upgrade to king-size beds. - Kids safe Hotel. My 4 years old niece could roam easily in the hotel. - Courteous staff specially Surender Shah, Priyanka (Front Desk, she was the sweetest of all), Mr Bains (Coffee Shop Manager) - Greenery all around. - They are ready to cook breakfast, lunch, dinner on demand. - The hotel was so comfortable that for 4 days we did not leave the hotel. We stayed within the hotels as they have separate play area for kids. - Best SPA and Salon service ever experienced. - Comfortable beds. - 20% additional discount on Food, Beverages and Spa on trip advisor voucher.  Cons ------- - Bathroom not well ventilated. - No HD channels",5,e a review May 2016
3380,tel staff very humble. Specially Mr Surendra Shah at restaurant...very caring......they allowed early check in and late check out....Hotel is very clean and beautiful.........a lot for the kids......a complete family joy destination...,5, review May 2016
3381," traveled to Jaipur to see the Amber and Jaigarh forts, Jai Singh Observatory, as well as Elefantastic.  Reserved an Executive Club Twin, which was nicely apportioned.  The food at the hotel was definitely a highlight!  Enjoyed Indian, Italian, and Asian dishes - all were excellent.  Service was also very good.  The plug with uninterrupted power was not well marked in the room so I had to ask how to charge my phone overnight.  The staff came up and showed me the plug at the desk that worked after all the lights were turned off.  Also had to point out to housekeeping a few items that had fallen behind the cabinet but again, it was immediately taken care of.  Would return here on my next trip.",5,e a review May 2016
3382, is the great hotel in Jaipur and good food and all the top hotel is very good and very clear and fresh and all services are very good and the management of hotel is very good and the workers all services are great,5, a review May 2016
3383,e hospitality and Staff is Awseome and best Service and rooms are too good and We were upgraded to Rajputana Chambers and Breakfast is too good and The staff is awesome the best ever hospitality I would Recommend it to every One if the prefer a luxury collection By ITC ,5,a review May 2016
3384, wife and stay in this hotel in room #2344 This is a awesome property The food is pretty awesum and the helpings are decent. The setting and the interiors are beautiful.. service is fine.. presently the best food in the town.. also nice place to go with  the family.. pure veg restaurant and decent rates. Totally worth it,5,rote a review May 2016
3385,"d a great time at the hotel. Close to all the bazaars and showrooms. There should be free Wi-fi in the room! Great breakfast buffet. Special shoutout to Renick, Dharmesh at Arrival and Nayan at Departure :)",4,ote a review May 2016
3386,"om was ok initially so changed another room with swimming pool view.. New allocated Room was --Great !!AC was functioning very well.   Best in its class hotel. It is not just Hotel it's more than that. Hotel staff is very polite , helpful, ever smiling and take cares of even smallest requirements of Guests. You feel like visiting again and again. Spa facilities , Gym , Swimming Pool  are extraordinary.  Everything is so lavish so that you can enjoy every bit of it.. One should plan at least for 2-3 days and even in extreme summers one can enjoy the Hotel.     I must say that staff is extraordinary. .MUST VISIT HOTEL",5, review May 2016
3387," wife and I stayed in this hotel from 23rd to 26th May in room # 1434,  This is a fantastic hotel, great welcoming and swift Check-in, Thanks to Charming and Efficient Ms Shefali.The lobby is simply Magnificent , interior gives you a feeling of true Rajasthani culture , Rooms and bathroom are very spacious, clean and modern, we were upgraded to Rajputana Chambers which was overlooking the fantastic & inviting pool , my wife was overwhelmed when cake and bouquet of flowers were delivered in our room on her birthday   The Breakfast spread is huge and lavish , I hadn`t eaten “Laapsi” for ages and here it was there in the breakfast,OMG its was so delicious , I had to become shameless and asked Chef Navneet to to repeat it next day, which he gratefully obliged , Thank you Chef…",5,a review May 2016
3388,"ether its business or family holiday - ITC Rajputana is a must stay when in Jaipur. The superb service standards and best in class food is what redefines ITC hotels in general. At this property, the rooms and the interior of the entire hotel makes this one stand out among all other ITC hotels. My wife loved the hotel so much that she just couldn't stop clicking photos everywhere. My only complaint is that most hotels provide free wifi these days but ITC is yet to get on to that.",5, wrote a review May 2016
3389,cellent property with wonderful hospitality. Best stay in Jaipur! We had hectic business meetings and Preetendra was very helpful. She was always there to assist and also gave us great advise about Jaipur!,5,ote a review May 2016
3390,o we happened to visit this much talked property of the ITC Rajputana jaipur...it is one of the  best property indeed no doubts....what makes the hotel stand out is the service  for me....it was the bench mark for service quality... I was very happy with the services staff were courteous  shiv was excellent  he helped me to plan my trip in jaipur.. appreciate  it!!  Prianka sonali and prashant from bar took good care of us !!! We feel like royal family  by them thanks a lot...,5, review May 2016
3391,"is is my first visit in Rajasthan ,we stayed in itc rajputana . It was superb experence in my life better than other itc hotel. As soon we entred we greeted by geeta and priyanka. They offered me tika on our head and welcome drinks . The hotel was so beautiful .we dine in peshawari the food was stunning .we want to recommend some name geeta, priyanka and sonali.we will defenitly come again .  Highly recommended.",5, review May 2016
3392,ry beautiful and elegant hotel with excellent service.  I like the interior of the hotel which gives you a feeling of true indian culture.  Special mention to their staff they all were very friendly Geeta and Preetendra . Rohit and renick was also very kind to us.  We enjoyed our stay . Would love to come back.  ,5, a review May 2016
3393,"is is a delightful hotel with elegant features and a beautiful décor. The service is good from check in to the bar and dining room. The breakfast selection was average with eggs cooked freshly on request, but this can make the service a little slower. The dinner choice was fine if you like vegetarian options. Meat and poultry dishes are limited and need replenishing often which again affects service. Clearing of tables, bar service and tea/coffee provision are good.   Reception was efficient on check in and out and for other requirements during our stay. One waiter worthy of special mention was Shankar who was friendly and efficient  There was very good live entertainment on one of the two nights we stayed and one breakfast time.   We  stayed in room 1278. There were 2 easy…",5,rote a review May 2016
3394,ry professional staff. We loved our stay at ITC Rajputana. Location in great. Would recommend it to anyone looking for a good stay in Jaipur. Food is lip-smacking at Peshawari. The only hotel I recommend in jaipur!,4,e a review May 2016
3395,"promptu visit to Jaipur from London - no prior bookings but the staff on the reception got me a room and handled my needs with a smile. They even handled my excessive demands of extension of stay with a pleasant and accommodating demeanour. My stay of 5 days as I was attending an ailing family member, during the unbearable May heat (51degrees), was made so comfortable by the hotel staff - led by the manager Tajinder Singh who was always on the floor and ready to help, as were the desk staff - Shefali, Preetendra, Janme Jay and others. The Security was extremely courteous and compliments to Puran (attendant for 1125) who never failed to keep my room sparkling clean.",5,a review May 2016
3396, was beautiful ambiance in the evenings With hindi songs from old movies We also requested for mannadey  gazhals Very beautiful ambiance worth repeating Two nights of best music semiclassical. Food quality was not best needs lots of improvement.Housekeeping was very slow we had to call reception for everything.  ,5, review May 2016
3397,"nderful experience! shiv, Ritesh & Priuanka made the stay even better! Thanks so much. Room was very comfortable & clean. The details & architecture of the building was phenomenal. Great location close to everything. Definitely would recommend!",5,a review May 2016
3398,iv Murty helped to make our stay so enjoyable and awesome! He went above and beyond to make everything so nice! This is the best hotel in all of Jaipur. We got great restaurant recommendation and tourist activity from Shiv. He was so friendly and always greeted us with a nice smile. All the hotel workers were very nice. Peshwari was amazing very delicious food. I highly recommend to stay here in Jaipur as they will assist with all your needs to make your trip the best of a lifetime!!!! Looking forward to returning soon!,5, wrote a review May 2016
3399," stayed at the hotel for two nights and had a wonderful stay. The property is very comfortable and elegant. We will rate it as a 5star property with all the amenities. You cant ask for more. A special thanks to staff at the reception - Priyanka, Sonali, Shiv and Geeta who were very helpful and went extra mile in there service.",5, review May 2016
3400," wife and I stayed at the ITC back in Dec of 2014. I am embarrassed to say we are only posting our review - but, better late than never. I first want to say that my wife was somewhat sick when we arrived, and the staff at the desk - in particular, Shreya, was extremely helpful and welcoming. We arrived on a bus from Gorakhpur and were totally exhausted. When we found our way into our bed, it was like landing in heaven - it was so so comfortable. We still talk about it to this day. The breakfast was delicious and bountiful. The rooms were spacious, cool and extremely comfortable.   Now, the main thing here is the service. Shreya, in particular, took my wife under her wing and had a doctor come multiple times to the hotel and waited on us hand and foot in order to insure her…",5, a review May 2016
3401,stayed there 3 days and two night it is very good property and i felt like home and food and services afe excellent and i will like to go once again it is located in good location and room is very goof ,5,e a review May 2016
3402,"'s  great and elegant place with friendly staff . The menu in the restaurant has diversity for different cultures. My room was spacious , clean and comfortable.  Gymnasium is well equipped and the spa is extraordinary . During my checking I was welcomed by Preetendra . Staff made me feel like I was at home . Thank you for the hospitality and I will come again and recommend my friends if they come to Jaipur.",5,a review May 2016
3403,"ry restful place , very courteous staff. Service is very good in all terms. My room was very comfortable and had a pool view. Room was maintained as per standards and i cant believe how fast they clean the room with finishing . I liked the variety of food in restaurant , being as a vegetarian i found many choices to eat which delighted me. I was very impressed with the hotel orientation received from young lady Preetendra . When you are in such a big hotel people dont remember who you are but i am very touched by the attention paid by this young lady to each and every small detail during my stay and for recognizing me every time while going out and coming back to hotel .  Thoroughly impressed with excellent service  Thank you ",5, a review May 2016
3404,"get to stay in a lot of hotels, but the ITC Rajputana, Jaipur is an amazing and beautiful hotel and spa, but what makes it special is how attentive and friendly all the staff are. A special thank you to Shiv on reception - very thoughtful and for whom nothing was a problem.... will definitely return when next in Jaipur  Giles, London, UK",5, review May 2016
3405,"with my friends visited jaipur stayed at itc hotel which was at the heart of the city near by the pink city we had 2 rooms which was given adajecent to each other wich were very spacious and confortable  the breakfast was lavish we met shiv who was at the concierge helped me to plan sightseeing in jaipur and booked safari for me to ranthambore where in we got to see tigers. thanks shiv for your help  we will recommend this hotel to everyone , would like to mention parminder from reception rlly helpful in checkin into the hotel & offr is such a nice room",5,review May 2016
3406,"cellent place to stay I would recommend to anyone staying Jaipur. The restaurant provides a wide variety of choice; the rooms are clean and everything is in place. Hotel staff is so friendly always polite and willing to help. I was particularly very impressed with Ms Preteendra and Mr  Renick at the front office. I would love though that more TV channels to accommodate western movies, news and documentaries can be included.",5, a review May 2016
3407,e of the best experience I have had with ITC I travel a lot for my business concerns and this definitely is one property that goes down in the books. The food was delicious. The chefs nailed it and the service butlers and waiters delivered well.  One property that I will always recommend while in Jaipur. ,2, a review May 2016
3408,"cellent service, staff is really really polite  We really appreciated the service by: Parminder : at the reception ( really helpful at the time of check in and check out, he had helped us with the locations around the hotel , guided us around the city , really good asset at the ITC Prithvi : at the valet ( he helped by the car and all( Dharmesh ( room service )  Shiv: at the reception ",5,e a review May 2016
3409,"e dal especially was excellent and so was the raan, There was a contest going on and we got a free glass of champagne which was delghting. Amazing service done by Ramakant, thank you for being such amazing servers.",5,review May 2016
3410, usual ITC hotels stand to their credibility which was very well visible during our visit. The staff was very hospitable. I especially liked Janmejay at the front counter who went out of his way to help us. Keep up the great work guys.,5,e a review May 2016
3411,am delighted to see the ambience of the hotel in particular the lobby and the great help and proper guidance by the hotel staff Mr NITIN and Miss Preeti. Very Happy stay and hopefully will try to stay here during my next visit to Jaipur. Abdul Hanif Sultan,5,ote a review May 2016
3412,"C Rajputana, Jaipur is located very close to Jaipur railway station. Mood for the day sets in the moment one enters the gates of this hotel. Courtesy of the staff and the cleanliness is par excellence. The Sunday Brunch is generally held in Jal Mahal restaurant and its timings are from 12:30 pm to 3 pm. The staff and their service is excellent, they make one feel special. The multi cuisine spread is awesome from starters to main course and desserts with authentic taste. Both Veg and Non veg fares are offered and one can eat to ones heart's content. They also have unlimited alcoholic and non-alcoholic beverages at no extra cost.  The icing on the cake is its affordability. Kudos to the management and staff. A must visit for travellers to and locals of Jaipur. Cheers!",5, review May 2016
3413,"oms, ambience, lobby, swimming pool, Peshawari Restaurant, Jaipur Pavilion, Jal Mahal Restaurant, everything about this hotel is a delightful experience.     Ritesh, Shiv and Priya at reception were really helpful and were available all the time. Dharam Singh at Jaipur pavilion and Suraj at peshawari restaurant were also great and were a delight to meet.  Overall, It was a wonderful experience visiting and staying in this hotel.",5,e a review May 2016
3414," were here for one night and very much pleased and impressed with the hospitality from the very beginning.  Check in was smooth and done by shiv . We stayed in Rajputana royal room which was well equipped with all the modern facilities.  We were given hotel orientation by front desk lady Preetendra,  she was very cooperative and attentive .  Hotel offers you three different restaurant ,  all of them has great choice and delicious food  . Pool area is well maintained and nice . For kids they have a kids rooms and recreational area .  Would love to visit again to have such a lovely experience  . ",5, review May 2016
3415,"ace will be as expected from ITC, beautifully managed. Staff are very helpful in choosing the food and making your evening a memorable one. I sat in coffee shop and the foods taste was really amazing.",5,rote a review May 2016
3416,"visited ITC rajputana between 23rd to 25th Apr 16 to attend a family wedding and what a memorable wedding it was. The grandeur and elegance of hospitality started right at the gate/checkpoint where the security gave a smiling welcome with a traditional namaste and graciously prompted a security check of the vehicle. The renovated lobby is just splendid with lot of colors,fragrance, hanging minaret lamps and greeting faces. The check in was swift and the baggage was delivered promptly. It was pleasing to meet the charming front office manager Mr. Bhanu. Our room was overlooking the pool at the ground level which was an inviting view considering the heat. The room was very well kept and crisp. One could feel the touch of ITC as soon you enter the room. The destination wedding…",5, review May 2016
3417,"e of the highest standards of stupendous hospitality that any fine hotel in the world has to offer . The warmth and care offered to us. Beautiful rooms, amazing atmosphere and the food is out of this world in peshawari. A special thank u to Geeta and Priyanka who made my stay very memorable.  We are looking forward to the next opportunity to return to itc rajputana.  Highly recommended. .  Only one negative comment. ...... the amount of money you pay for the hotel you should receive free wi- fi .",5, review May 2016
3418,e of the best hotel ever visited. Spent wonderful time with family. Facilities were awesome and food quality was also amazing. Hope to visit again with friends to live those moments. The best part it's within our budget.,5,e a review May 2016
3419,came to explore Rajasthan with family and I stayed in the five star.property of ITC its totly worth it I like the pool vry much its vry tidey and the rooms are vry clean and spacious evn itc had his best staff although on front desk miss.priya and the room service staff was vry helpful .great food nice restaurant and the location was the heart of the city is easy approachable ...although I had a great time thankx ITC for making my trip so happening.. Regards Ankit ,5, review May 2016
3420,"eat Location. Very spacious lobby, poolside area. Breakfast has a wide spread and more importantly good quality. Rooms (Rajputana Royal) very well laid and decorated with out spacious bathrooms. Staff is extremely warm and professional. Food is top notch from Peshawari to Asian at Jaipur Pavilion. Large swimming pool (rarity these days) with very good SPA facilities. Peaceful and green.",5,a review May 2016
3421,"'s a big infrastructure created quite some time back and interiors do give feel of Rajputana traditions. Disappointing is Sevice levels, in terms of speed of response, eagerness to help..!  ITC needs to seriously benchmark initiatives and practices in hotel industry. Complimentary WiFi and fruits etc. are not big deals in most 5 star hotels now..(which are not available in Rajputana..).  All in all no special experience...! ",3,ote a review May 2016
3422,"at a beautiful hotel and more over it is bcos of the people who work here . Priya Patiyar at the reception, Sanwarmal , Sandeep Negi in the bar and Shankar Singh in the restaurant are just outstanding . Such amazing service .. keep up the excellent work ",5, a review May 2016
3423,e stay was excellent. Hotel staff was very cooperative. Food was excellent.SPA is very good. The pigeons on hotel roof is something which hotel should do.otherwise this property in the heart of jaipur is something unavoidable.,4, review May 2016
3424,"sited Jaipur in the last week of May and it was very hot so didnt really get the opportunity to go around the city much but spent a lot of time in the hotel exploring the different facilities. The hotel is really close to the main tourist destinations and markets, also there is public transport easily available in that area.  The lobby is very beautiful, and the staff is efficient and helpful. we enjoyed the food a lot and ate at the jaipur pavilion and the buffet restaurant. It was great to relax by the huge pool in the evening and enjoyed a couple of drinks there. i felt that in comparison to other ITC properties the room size was a little small but it was very comfortable. Generally i dont like Hotel beds but had the best and most comfortable sleep at ITC Rajputana. The…",4, a review May 2016
3425, enjoyed our recent stay at ITC Rajputana. Our standard room was comfortable and quiet. The on-site restaurants were surprisingly good (and no issues with GI bugs!) and the bar serves the best gin & tonics I've ever drank.,5, a review May 2016
3426," was a great hotel placed in the centre of the city,I stayed here just for 2 days for my mixed work .the staff was dealt good and they..  and i am introduct one name of the hotel staff whihc is priya patiyar from help desk she helped us lot",5,a review May 2016
3427,liked the vast property of the hotel and the interiors. The hotel has a very good service and the food. The food is one of the USP. The hotel is truely luxury and you get a royal treatment. But i would say it is little over priced.,4,a review May 2016
3428," was a great hotel placed in the centre of the city,I stayed here just for 2 days for my mixed work .the staff was dealt good and they pampered me vry nicely a big thanks 2 priya from the front desk .a very professional staff and the rooms +food just awesome .the pool view is vry nice ..alothough I had a great time here I highly recommend this to evry one thanks to the GM also and to the entire team",5,a review May 2016
3429," you are traveling through India and find yourself in Jaipur, the Pink City, Rajasthan then I highly recommend you stay at least once in the ITC Rajputana hotel. From the moment you walk in to the reception your breath will be taken away by the magnificence of the lobby and grand staircase.  The hotel boasts a number of very fine restaurants and bars and is a very reasonable price for the quality.  The staff members are very helpful and keen to assist in any requirements you might have.  The reception team which is made up of the guys behind the desk and the girls who welcome you with the traditional Indian application of a bindi to your forehead. There are benefits if you are a member of the loyalty program of ITC or SPG but it is not reliant on you getting great service.  I…",5,a review May 2016
3430,te arrival to this hotel. The room was very clean and quiet. Purchased wifi. Very comfortable beds and the room space was big. I really loved their amenities (Shampoo/Conditioner) They smell so good :) :) :) My rate included breakfast and I tried their breakfast restaurant. Huge space and many varieties of international food. I tried the south india food and they were great! The staff at this hotel was so friendly and they make you feel so welcomed. I highly recommend staying at this hotel. I tried their airport lounge at the DEL airport. Their wifi was not working. I could not check my emails it was very disappointing==> This is nothing to do with this hotel.,5, wrote a review May 2016
3431,"nderful stay at the wonderful hotel ITC Rajputana. Great service,food,rooms & pool.....just didn't have enough time to try out the spa kaya kalp.we were so well looked  after by everyone and especially Geeta from front desk. Our room was very nice and spacious.bed very comfortable. Breakfast at jalmahal was amazing. Thank you to everyone who made our stay so pleasant. I highly recommend this beautiful hotel ",5,a review May 2016
3432,C RAJPUTANA as all the itc property is another mystic and amazing property  The staffs here r jus like family ..they r extremely helpful n will do their level best to meet ur request as good as possible  The rooms are amazing  If ur in Jaipur next should and must stay at this amazing property of ITC GROUP  I would like to mention few staffs who r very dear n helpful  they r more young energetic people with a lot of aspiration to grow in their field and they r just in the right place for this  Namely Ms Geeta and Ms priyanka and Mr parminder  Please do contact them if ur in RAJPUTANA the next time  Thank u soooooooo much guyzz for making my stay a lovely one  ,5, a review May 2016
3433,"azin environment , felt like home  Excellent hospitality  Friendly staffs  All around I would give 10/10 and would suggest everyone to put up in  ITC RAJPUTANA in Jaipur  Special thanks to Mr Parminder (the one who really helped me out in his busy hours ) and Ms Geeta from front desk to plan my trip accordingly and Ms shefali to b most generous  Thank u sooooo much guyzz  Really appreciate ur efforts to make my stay a memorable one  ",5,te a review May 2016
3434,"esome property in terms of designing, layout, decor and people. is good for both family and business travelers. Breakfast is a great spread with AWESOME coffee. Honestly a very well manicured and maintained Hotel.",5,eview May 2016
3435,"enjoyed my stay at ITC Rajputana and loved the swimming pool. The rooms were nice, but looked a little run-down. The food was delicious and I loved the Jaipur Pavillion and Peshawari too. I would love to go there again",4, review May 2016
3436,"is centrally located property is very pretty especially the reception and lobby area.  Staff: The staff is polite and courteous.  Food: the breakfast buffet is elaborate. Since we just had one dinner at the hotel so can't much about the restaurants. You may find the food expensive but go for thali which is worth the price and not very expensive too.  Swimming pool: Its clean but not very big.   Games: they is a kids zone but it's not that good and well equipped. There is snakes and ladder too in pool premises.   Other things: there is spa, saloon gymnasium and few shops too.    Rooms: there are variety of rooms  depending on your budget. All rooms are spacious, neat with a spacious bathroom.   Overall it's a nice hotel to stay and enjoy a relaxed weekend.",5,e a review May 2016
3437," stayed at the Rajputana as part of our trip to the Golden Triangle.  Lovely hotel.  JJ was really helpful as were all the staff.  Thanks so much to the staff for providing flowers and birthday cake for my husband's 50th, such a nice gesture.  Highly recommend the hotel.",5, a review May 2016
3438,visited this rapjputana and I found it was an outrageous place to stay ..even its staff was very nice and helpull too speco on front desk ms.piya helped us ..the hotel is situated at very good location and from here we can approach any where easily although the food was ravishing and the restaurant is also good ,5, review May 2016
3439,is stay at itc Jaipur was excellent. We thank Jitandra from the room service for taking care of us with lots of attention. The service is very good overhall the hotel. Indice the hotel the décoration is very beautiful. The swimming pool is clean and confortable. ,5,a review May 2016
3440,sited with my wife for 3 nights. Centrally located and very close to quite a few areas of historical interest. It's also close to some really good restaurants in case you fancy heading out for a meal. The in house restaurants also serve some of the best North Indian food that I have ever tasted. The Lal mass is incredible. On a side note 'Peshawari' which is one of ITC's flag ship restaurants is one of the most expensive places to eat bar none probably in all of India. The property as such is very beautiful and maintained well. Staff is very courteous.  Did face an issue with some very loud people in the room next door who were very loud even past midnight. Highlighted this to reception and this was addressed immediately. I would recommend ITC Rajputana without any hesitation.,5,wrote a review May 2016
3441,"really want to write a long review because this place puzzled me totally. Here is a grand foyer, lovely royal restaurants, rooms with too many fancy gadgets but it lacked theONE thing that makes or breaks a service organization. It lacked caring service to the guest. Very often in many businesses, one makes a product that we THINK the customer wants, but too TOO often we forget that the business EXISTS  FOR THE CUSTOMER not independent of it. One cannot be SO arrogant as to INSIST on what the customer SHOULD want. So here is a 5 star property that failed to make the grade becuase it hadthingsthat i as a guest dont care about.And it could not come up to par in the things that I DO want. e.g. free wifi was nowhere on this property. Most of the staff is too busy withits internal…",3,ote a review May 2016
3442,"e Good -  Very well maintained property Rooms are very clean and fit the most modern amenities Beautiful pool side Very courteous staff Favorite amongst celebrities, you might bump into someone each time you're there. Such a bonus ! :) All restaurants serve very delicious food, live ghazal was a plus when I stayed Don't forget to ask for complimentary Sauna!  The Bad Entrance of hotel has been spoilt by the flyover built right outside   The Ugly Pathetic internet speed, not even 5Mbps. Pretty disappointed with it.  Verdict One of the best hotels to stay in Jaipur. Want to stay here every time I am in Jaipur.",5,wrote a review May 2016
3443," visited the hotel in first week of jan to start off our new year and a great start it was.We reached the hotel early morning and they were nice to accommodate us and give us a room immediately.We were very thankful for that as we were travelling with a small child.Our room was spacious, comfy and clean. They have good food in their restaurants with great service.The breakfast spread is amazing with very attentive staff. my favorite part was the house keeping staff who made sure we had everything we needed and asked often if something was required.Also the room service staff ensured that the dirty plates were taken away which generally is a miss in most hotels these days.our little one loved the property. Its well located as well.5 min drive from the station.we would love to…",5, review May 2016
3444,ent two fantastic nights during our golden triangle tour for our 30th wedding anniversary . What a amazing place to stay. The atmosphere was overwhelming with class .  The decor is one if not the best we've ever seen ( anywhere). The staff brilliant and the restaurant superb. I would personally like to thank a lovely lady called Sriya who gave my wife and I a bunch of roses and a card for our anniversary . Just one of many kind gestures given us by the wonderful people of India.   I truly hope we get to stay again soon. ,5,te a review Apr 2016
3445,ally a Superb property of ITC group..u even can't think better than this in Jaipur..Walking from Jaipur station..I stayed in Royal category below than suite room but it's not less than suite..Staff is very courteous... I will aura by entering into this property.. ,5,te a review Apr 2016
3446,"think this hotel is perfect for a short getaway.The staff was really efficient and courteous. Also, a special mention to the Asst.Manager, Mr. Parminder who was really helping and assisted us till the end of our stay.",5,wrote a review Apr 2016
3447,"ilst this was a good hotel, it just seemed to lack some of the little details that make an average hotel a really good hotel. Nothing that you could exactly put your finger on, rather that you felt it could have just been done a little better. The restaurant was different though; here you felt as though you were in a school dining room, albeit an upmarket school. The food was not brilliant, and it was an effort to put together an acceptable breakfast without a lot of attending at different stations and areas. Just seemed poorly laid out. At dinner in the evening it was difficult to talk over the level of noise from the musicians. Shame.",3,rote a review Apr 2016
3448,solutely  gorgeous  hotel. An experience  of  luxury  and royalty. We had the pleasure  of receving  exemplary  communication  through  out our  stay from  PRIYA ( guest relations)  and the entire team.we would  not hesitate to recommend  this hotel to anyone . We stayed here for two nights and we enjoyed a lot the traditional  welcome  .hotel itself is beautifully built.  Sometimes you can see peacocks  also. The evening  rituals  in which they lighten  the candles is first time in my life I have seen in hotel.  Food was amzing specially in peshwari So it's good to stay in this hotel for your weekend. We will surely  come back .,5,wrote a review Apr 2016
3449,good place to stay when visiting Jaipur. The room was nice and clean and the pool is great for relaxing following the sightseeing in the city. Go for dinner in the restaurant downstairs which is having delicious a la carte food.  The breakfast room lacks a bit of atmosphere and the air conditioning was too cold.,4,eview Apr 2016
3450,"was in Jaipur with a wedding group. The hotel rooms are well decorated and spacious with all the modern amenities. Furthermore, the staff is generally very polite and hospitable. Food at all its restaurants are very nice, in particular the Black Dal at Peshawari is outstanding. However, the room service is not up to the mark. We had to call repeatedly to follow up on the food order. Lastly, once the AC wasn't working properly and again required us to call 3-4 times to get an engineer to visit the room. It was also surprising for a 5 star in this era to not offer free internet.",3,a review Apr 2016
3451,"was attend a wedding function in this hotel. Where I stayed 2 days. Its great experience there I enjoyed very much. Great interior, rooms and hospitality. I loved the food of this hotel. I suggest you visit once.",5,te a review Apr 2016
3452,"C is a great luxury hotel with beautiful Indian decor. We stayed for almost a week at this beautiful hotel on a mixed work/holiday trip. The pool and bar area is great. After a long day out in the dusty hot city it was wonderful to come back to the bar and pool area for a swim and a drink. One of the best restaurants in Jaipur is located within the hotel, Peshawri is an absolut must But the staff is what makes the hotel so special, always very professional and helpful.",5,a review Apr 2016
3453, stayed in Itc rajputana for my bithday and i must say it was the best birthday i could say.....the staff seems very busy all the time jst one aim to make us feel special.....i specially want to thank Geeta and Priyanka who made my birthday the best....the two young ladies who went beyond jst to celebrate my bithday.....thanks to all da staff they were very helfull and attentive I would surely come back to this Hotel again..... ,5,review Apr 2016
3454, our vacation we stayed with this  hotel nd it was an amazing stay...The service of this property itself were so amazing that it had left an everlasting imprint on my mind.....The experience still feels so fresh  The hotel  is extremely  well maintained specially lobby....The rooms was very comfortable ..... The daily breakfast spread had plenty to offer and we enjoyed tha food on all days....This hotel has lots to offer for relaxing holiday....  I would like to mention special thanks to Priyanka and Geeta who made our stay extra special... Renick from the front  desk was very helpful.... I would  definitely  return  to this  hotel and recommend for sure...,5, a review Apr 2016
3455,"was in Jaipur on a business trip and my wife accompanied. I was staying in your hotel which was listed within the hotels guide as their best room for business as well as couple travellers. The room was away from a busy road which give me piece of my mind which i was overlooking. The housekeeping department ensured me my room was immaculate on a daily basis and the person from front desk named ""Priya"" was very friendly and also extremely helpful.",5,a review Apr 2016
3456,d a decent trip here! Bell captain service was really lethargic! Check in was also slow! Got an upgrade to Thikana suite which is newly renovated and quite nice.  The dinner at the coffee shop was pretty good as staff were very attentive after my brother complained. Wifi must be made free and not chargeable for this kind of hotel. Saw pool was nice but could not use because of lack of time!,4,a review Apr 2016
