,Review Text,Polarity_Rating
1623,Stayed hotel two nights bedside master control alarm lights ac curtains control forever conking master master control inside cupboard room midnight ac went int e da time curtains open summon maintenance guys fair came promptly competent put things back order problem two days call least 5 times became stressful one know light ac stop working would left pushing buttons real dampener otherwise fantastic property great service Taj quickly look kind shoddy automation wont risk saying,Neutral
3172,Good points Rooms Ok reasonably well furnished Staff friendly good location sea Bad points rooms poorly soundproofed Smell cigarettes big problem times even though nonsmoking floor Overall lack consistency service throughout four star five Fooddrink expensive last year Highlight pool gym area Staff excellent facilities,Neutral
3135,hotel like taj expect least decent meal end busy day room service food bad giving writen feedback improvement answer get send fresh order time frustrated enough say,Neutral
3317,Taj Lands End name says wedding night although nothing said brand called Taj staff seemed clueless lost TWO instances 1 wifes uncle planned surprise us keeping champagne bottle us two Unaware bottle placed near mirror called staff told call transferred nearly 3 personnel bottle mistakenly placed room 2 even called check whether eatables inside safe complementary chargeable staff check call back confirm mean champagne thing totally unacceptable Taj staff later evening asked my…,Neutral
3970,stayed 4 times lat 12 months experience fantastic Even UK standards hotel expensive however worth pampered first time went given free upgrade club level free drinks etc One negative could think allow two wheeled vehicles front entrance one occasion dropped hotel 2am night friend motor bike hotel allow dropped door time vehicle present sight Maybe bit stiff rules Also food hotel restaurants bar near reception expensive ask concierge direct…,Neutral
4121,booked 8 nights albeit really 6 nights due flight timings needed pay extra nights since checked early Anyways start specifically asked room double bed unfortunately settle twin bed promised would changed next day one reverted went requested againsame story one reverted asked 2 days next day shown room double bed besides bed room differentthe rooms norm appeared worn outfunny smell toiletbreakfast ok long waits days Used gym several occasions good issues allvery helpful staff gym surprised todays age Internet payable no…,Neutral
4057,Nice hotel good beds nice gym pretty quite decent friendly staff clean rooms Got pretty bad food poisoning two last three stays hotel 3 day stay Unfortunately eating options near hotel nonexistant Next time bring food,Neutral
1348,Great location nice roomsin fact opted take called luxury suite 25th floorhas great view Sea city overall happy would expect Tajthe floor smells Cigarette badly TeaSnack services Taj Club 21st floor offers limited choices fact think Holiday Inn Executive Club much better options anywhere suite room issues electricity tripping every minutes made calls outputfinally call Lobby Manager complaini wonder Suite level issues regular roomsdef coming back,Neutral
1245,Good Great location wonderful upkeep property exceptional housekeeping Bad Lounge poorly managed Happy hour joke appetizers drinks took 45 mins arrive Whats point booking club room club lounge Breakfast area poorly managed simple orders like paratha taking 3040 mins arrive leave table likely table cleared time back breakfast area hosts behavior best described condescending food Chinese restaurant wasnt great experience worse staff either lazy couldnt bothered caring guests Overall terrible experience vs expectations,Neutral
3565,reason keep staying hotel even though always problems standard rooms getting tired air con always working strange smells general tiredness appearance staff good ant saying Yes everything actually following upgrade rooms better still staff let hotel sadly,Neutral
598,Met friend coffee Lobby coffee shop service quality coffee average ambience decor quietness expectations ordered fresh orange juice coffee juice seemed canned poor quality oranges coffee luke warm milky,Neutral
1313,name suggests Taj Lands End really land ends ocean startsoverseeing Arabian Sea hotel offers awestriking viewnice elegant interiors rustic touch confirming age property hospitality Indian Hotels crown Thats Tata Group co owns Taj brand Highly disappointed good though terms taste texture every thinghad office team 30 guys lunch buffetthough tje spread elaborate cant remember many things worth lip smackinglike nothing allbland taste uncooked overcooked meatfilthy salmontasting like rotten rubber deserts another disappointment line expectationsbut…,Neutral
1909,find anything unique 5 star property rate average good Stayed short business trip location good room sea facing looks nice sea orangeblue sky blend sea color time sunrise Though Bandra Worli seal link behind hotel approach road narrow takes time connect breakfast spread decent quality mark sambhar spicy muffins hard much option salads Dairy counter good variety milkbased products milkshakes yoghurts etc Room size good walls sound proof hear noise rooms disturb sleep,Neutral
2513,Beautiful location beach sea link services improved Lobby sofas chairs meet friends relatives Every scope improve big way Staff asset especially Mr Keith,Neutral
409,Pros Location convenient Hotel transport good Service attentive hospitable warm overall Food Ming Yang Atrium Lounge good Cons General occurrence numerous staff promising yes request without checking could actually fulfilled Room walls thin could hear guests chatting showering walking around plugging devices sockets,Neutral
4347,Tucked away corner Mumbai Taj Lands end beautiful view sea large spacious rooms hotel land mark Mumbai beautiful lobby Atrium Lounge great swimming pool fabulous gym Though food buffet nothing great lacks kind perfection food guess service restaurants made food look good However chinese food amazing must visit nice hotel though little away town one sure catch enough action around,Neutral
1300,Nice location good rooms sea facing room excellent However issues housekeeping eventually got amicably resolved food good good ambience restaurants check smooth friendly staff,Neutral
3130,Getting dated Taj touch disappeared Check surprises like one experienced change room first night another one balance four night stay oh irritating 18 hour flight,Neutral
979,Early check almost difficult may due politician staying hotel Excellent view Almost rooms seaview nice polite staff Whatever addresses address,Neutral
2532,stayed 4 nights business room 18th floor facing Arabian Sea high expectations arriving previous Taj properties Ive stayed superb luxurious accommodation slightlyover top amenities Taj Lands End disappointed nearly fronts hotel extremely old room although clean tired outofdate 1980s Bathroom amenities limited vanity kit toothbrush razor cottonyou call request worst probably Taj calls Standard Plan internet comes free speed consistently around 512 kbps hotel Manipur Id consider 512 kbps standard Taj Mumbai pay around…,Neutral
26,Hotel good staff also good room interior old Taj hotel lovely brand happy becouse room interior bed posible please try make new interior bathrooms good,Neutral
758,Similar Taj properties key stand courteous staff go way assist leisure trip Kids get bored long run Highly recommended short stay,Neutral
1706,stayed many Taj properties across India completely agree Tajs Tajism tag word days expected Taj Lands End However experience far quite insipid unTajism time checked requested someone show us around hotel facilities hasnt till day 3 dead phone room lack basic fruit basket TV going dead today etc experience quite average Considering patronising Taj 16 years expected Smaller properties like Taj Bekal Taj Jaisalmer Taj Srinagar etc shown way higher attention details hospitality customer focus Restaurant Manager Samir only…,Neutral
3056,used frequent visitor particular Taj property several years ago new Needless say returned Taj Lands End quick 2day stay excited looking forward Alas disappointed find thing really look forward legendary Taj name returned trip Chennai stayed Park Hyatt boy difference night day ensure Im completely jaded let begin saying staff excellent Indian hotels staff bend backwards foreigner NRI Also property beautiful remember lawns pool area well kept wouldnt mind lounging lobby…,Neutral
1245,Good Great location wonderful upkeep property exceptional housekeeping Bad Lounge poorly managed Happy hour joke appetizers drinks took 45 mins arrive Whats point booking club room club lounge Breakfast area poorly managed simple orders like paratha taking 3040 mins arrive leave table likely table cleared time back breakfast area hosts behavior best described condescending food Chinese restaurant wasnt great experience worse staff either lazy couldnt bothered caring guests Overall terrible experience vs expectations,Neutral
4519,one night December hotel good location want reasonaly close airport lobby beautiful checkin quick easy lounge nice good vibe great snacksmall meal food actually dinner since late restaurants already closing pool area looked nice used private function evening However 1st took us foul smelling smoking room asked nonsmoking took us old damp smelling room totally adequate except damp smell toilet didnt flush asking get toilet fixed told expect room change within 15 minutes …,Neutral
1070,revisit hotel nice ambience locationsuite occupied good sitting room windows Amenities excellent housekeeping top class restaurant breakfast crowded like bazar mumbai food service excellentThe view bed room great,Neutral
2532,stayed 4 nights business room 18th floor facing Arabian Sea high expectations arriving previous Taj properties Ive stayed superb luxurious accommodation slightlyover top amenities Taj Lands End disappointed nearly fronts hotel extremely old room although clean tired outofdate 1980s Bathroom amenities limited vanity kit toothbrush razor cottonyou call request worst probably Taj calls Standard Plan internet comes free speed consistently around 512 kbps hotel Manipur Id consider 512 kbps standard Taj Mumbai pay around…,Neutral
3110,booked advance n requested Cotton Bed arranged Check Reception provided room n rather refuse Thrice Room Keys working delayed 15 minutes Later 1145pm regret Housekeeping provided Cotton bed lastly Sleep Complimentary average Breakfast Mess Taj,Neutral
3151,Hotel situated Band Stands Bandra famous land mark area location property excellent One side room facing towards Worli sea link Bridge sidw facing Band Stand sea face,Neutral
3962,place came highly recommended wel placed freinds made point make last stopover long 19 day journey India much various cities towns Rajasthan Checked 01012013 days experienced good hotels Rajasthan anticipated ultimate Mumbai Taj Lands Enduntil got rooms 11th level guests thought 11th floor Kids room bad odour housekeeping tried address plugging dehumidifierdid sort issue rooms equiped old fashioned TVs like old CRT monitors instead modern flat screens Breakfast greeted queue people waiting…,Neutral
2562,Ill make brief bat park vehicle makeshift parking lot guidance direction whatsoever carry luggage way lobby help hotel staff bell boys checkin process took us almost 20 minutes ridiculous considering booked hotel bookingcom room concierge service good nothing exemplary considering competition requested lay bed rose petals install basic candles room since travelling fiancé obviously instructions werent fulfilled ready pay extra service alas nothing Room service prompt food good paid double occupancy but…,Neutral
3078,pretty disappointed expected hotel especially look good reviews floor room dirty lot stains room really facelift curtain broken,Neutral
2513,Beautiful location beach sea link services improved Lobby sofas chairs meet friends relatives Every scope improve big way Staff asset especially Mr Keith,Neutral
1659,Lands End seems like Holy Grail business travellers believe cant better location ocean view Taj levels service etc mixed experience reasons stated First property two kinds rooms lower floors older ensuite kind finish walk powder room etc view great thats thing strikes room furnishings room layout drab ordinary say least theres vintage pictures thrown majesty raj type thing done death hotels without real character pictures coffee shop breakfast resembles fish market say least service atrocious in…,Neutral
754,Visit Mumbai least Twice Month time decided stay Taj Lands End since closely located office Beautiful Lobby welcome quick pooja garland checkin wait minutes checkin executive process checkin polite attentive walked room told facilities available property room nice spacious told recently renovated bed comfortable pillows could better amenities bathroom basic better packaging branding expected Taj Property Even small hotels HK packaging branding toothbrushes instead putting tacky looking…,Neutral
3160,great place stay one always delighted service food masala Bay something special dont forget try Maritime great cocktails staff always happy help baked Egg Plant one finest one best GYm Scenic pools town however personally disappointed many times quality room reservation still age old television room time mess ones preferences though GM hotel helpful however team still mess though rating average taj brand beyond excellent experiences times might good enough however rest staff one takes room thing always…,Neutral
3021,Good Hotel expensive Rooms neat clean Loby amazingly decorated reception hotel good bathroom facilities average particular bath tub deep getting difficult front mirror near bathroom sink side mirror inconvinient use Choice food selections limited restaurent expensive worth trying even Sea facing rooms may sound good subset nothing see dark Never chhose room facing sea rather choose room facing Mumbai city view good,Neutral
1230,first time stayed Taj Lands End impressed level service modern rooms overlooking ocean time staying way back home wedding anniversary less impressed asked Sealink view room given older style room fourth floor reminded hotel 1970s make matters worse sound construction coming walls clearly renovating complained asked moved modern renovated room upper floors staff basically lie say construction noise present whole hotel daytime giving still insisted moved eventually reluctantly done moved renovated room…,Neutral
1532,regular patron Lands end one expects certain standards Upon checking mentioned would pro long stay inform prior gave exact day notify themI requested quiet room upgrade room gave say least poor state head board covered half way bed plywood visible bathroom mirror stained definitely looked oldI went reception whereupon paid difference changed roomsFine resolvedDue Wedding season noise even club floor guests quite infuriating Tajness comes question Two days prior checking contacted Club Floor informed would like extend stay another dayBear mind had…,Neutral
106,stayed Taj Lands End multiple times It’s average Taj property terms service staff courtesy Despite staying many times staff hardly acknowledges ever gone way transactional warmth,Neutral
3727,Taj hotel Bandra west good location really normal luxury hotel expensive good impression specially go lift smell pent room big old english style original contrived restaurants serve normal food high price morning breakfast English people typical Indian dishes Near level 1 coffee shop call Atrium also selection monocultivar coffee Costarica Jamaica Etiopia course two India Monsoon Malabar India Peaberry test absolutely good roaster milling also much diluted,Neutral
1843,stayed 7 nights total first 4 days came back week later stayed 3 nights room size amenities good unfortunately every thing worked locker would work actually replace whole unit could decrease volume television lower limit fixed 14 Max 35 staff bring master remote program TV could reduce volume staff responsive needs addressed issues said dont expect issues stay Taj would different Motel 6 Every morning woken banging sound rooms around us later figured active couples getting bed banging wall…,Neutral
3130,Getting dated Taj touch disappeared Check surprises like one experienced change room first night another one balance four night stay oh irritating 18 hour flight,Neutral
2216,hotel nice floor lobby staff nice prepared carry baggage screening even room bell boys missingonce screening enter lobby collect baggage suddenly find jumping take baggage time expect tipsotherwise hotel well located efficient house keeping staff good food,Neutral
3262,came back amazing stay last March However found service slipped tremendously stayed 10 days call maintenance 7 hot water third time asked really needed hot water every day Aside fact paying young baby yes hot water required breakfast often ask twice coffee call twice find room service etc aspects still amazingwe left things baby restaurant staff accommodating pushchair etc apologised profusely inconveniences etc etc 5 star prices would expect service match Wouldnt rush come back,Neutral
1031,Mixed feelings place parts modern fresh yet aspects old need modernisation Extensive views ocean Staff go way make feel welcome although five different waiters taking turns somewhat uncoordinated every minute ask food OK perhaps little OTT Room good size peak season expensive get High ish levels security feel safe bit pompous stuffy places dress code overly felt little restrained every one best behaviour Breakfast good wide choice cater Small pool busy rowdy local children times thats hotels fault parents …,Neutral
3411,Really disappointed hospitality Taj hotel room given shame checked 7am wanted rest whole night travel blackout curtain available TV set dates decades since still using 29ins box tv called reception change room since already settled answer room available floor wait Room change entertained round 11 duty manager called person inform new room manage shifting alone amazed look manager Hospitality mean,Neutral
4614,always Taj hotels deal overattentive staff always seem bothering never seem anything time correctly However hotel average Taj particularly club room floors recently refurbished Note still lot refurb going day time distruptive get early main problem location Ideal airport visiting surburban Mumbai least two hours downtown Mumbai Also hotel next one main sewage outlets overcrowded city released sea night happen travelling tofrom hotel time stench overpowering Daytimes fine though although…,Neutral
848,Arrived around 3 April requested quiet room nonsmoking Apparently room held us stuck smoking floor smelled noxious hall hotels know North America permit smoking rooms neighbours steady stream partygoers Complaints hotel heeded one night neighbours moved final night option us move Manager said choice give room noisy people odd response complaint given quiet nonsmoking room first night perhaps would reason complain Otherwise food magnificent buffet good anything ever seen tasted general…,Neutral
2532,stayed 4 nights business room 18th floor facing Arabian Sea high expectations arriving previous Taj properties Ive stayed superb luxurious accommodation slightlyover top amenities Taj Lands End disappointed nearly fronts hotel extremely old room although clean tired outofdate 1980s Bathroom amenities limited vanity kit toothbrush razor cottonyou call request worst probably Taj calls Standard Plan internet comes free speed consistently around 512 kbps hotel Manipur Id consider 512 kbps standard Taj Mumbai pay around…,Neutral
1025,great 3 nights stay property location Bandra awesome Christmas experience Mumbai Mount Mary Basilica nearby great street foods nearby rooms grand housekeeping made us sure overall experience pleasant spots service improvements needed property Taj brand 1 Part reason booking property specific choice rooms made view Nariman point Worli sea link done several months advance Despite planning checkin told Worli view available settle Bandstand view 2 checkout early morning flight catch requested breakfast to…,Neutral
3791,booked Deluxe Double room Taj Lands End mentioning beginning would happy receive upgrade room sea view checkin went smoothly told upgraded Luxury room However arrived room disappointment began room must city view since view gloomy bed comfortable decor nothing basic flying 12 hrs saw bathroom bathtub shower top water cold checked early morning received breakfast packed water sandwich veg two slices bread cucumbers tomatoes although requested veg ones,Neutral
1404,came back room afternoon renovation ongoing Noise big Although claimed guest service didnt finish promised time disappointed Ive got choice go room,Neutral
2102,Taj Colaba beautiful Taj Lands End However property rather boring location great huge Bandra fan Moreover service great neither food,Neutral
2933,Well visited anniversary celebration experience ok ok rooms view great specially whem asked whole booking check also given higher floors also obstacles side building hence view blocked interior inside room quality good food taste ok hospitality part happy restaurant services provided lobby overall 5 star experience,Neutral
2349,1 room locked 2 occasions laundry delivered posed huge security risk 2 People taking orders breakfast phone room diningtake aways got orders wrong several occasions despite repeated least three times repeat order back 3 interior rooms little dated could use upcoming uplift overall décor,Neutral
4118,Taj Lands End seems reflect malaise across group ridiculous experience Taj hotel Chennai month later Bombay hotel group experience best described word shallow checked prior booking told needed government identity card prior intimation Actually never asked usually stay Oberoi group across properties never asked detail likely must asked maintained record forgotten surely Taj cant unique demanding detail point didnt government issued identity instant Usually carry driving licence is…,Neutral
2873,review Vista restaurant inTaj Lands End Keeping mind brand name expectations Vista really high unfortunately Vista way expectations Service Good expected best taj Rest rooms lobby good Time service good Ambience good smelling non veg food even though non vegetarian Taste food close 5 star standards soup Biryani Chicken tikka liked chicken tikka,Neutral
765,overall good experience Taj standard proud however cost food expensive especially cost per head buffet prohibitive one elevator service replacement wish could expedited,Neutral
2562,Ill make brief bat park vehicle makeshift parking lot guidance direction whatsoever carry luggage way lobby help hotel staff bell boys checkin process took us almost 20 minutes ridiculous considering booked hotel bookingcom room concierge service good nothing exemplary considering competition requested lay bed rose petals install basic candles room since travelling fiancé obviously instructions werent fulfilled ready pay extra service alas nothing Room service prompt food good paid double occupancy but…,Neutral
4461,hotel fantastic location gone BandraWorli Sea link work still going view room impressed lobby coffee shop never got chance enjoy breakfast room service excellent room typical Taj room elegant luxury feel Finding room come lift task like maze,Neutral
2513,Beautiful location beach sea link services improved Lobby sofas chairs meet friends relatives Every scope improve big way Staff asset especially Mr Keith,Neutral
2214,enjoyed 6 night superb stay Taj Palace Delhi next 5 nights Taj Lands End resoundingly mediocre big disasters series small niggles caused frustration huge deposit charged Amex card rather preauthorised toiletries room one day dire internet exception Indian Restaurant Masala Bay better excellent food service ambience,Neutral
1751,experience good staying Hotel best place enjoy going outside also food good surely love come back stay staff helpfull,Neutral
3769,Ok Taj probably unlikly ot bombed relative Oberoi Taj Palace sense feels safer pay location outskirts town Staff good enough especially helpful restaurants recs instance value money good breakfasts heaven Breakfast staff incredible Friendlyprofessional inspires much hope young ambitious people dreams eyes Anyhow lot India feels inspiring youre kind thing good enough especially business conducting meetings onsite Rooms modern albeit bit small side,Neutral
154,20th December visited Hotel Family friends function Ballroom Ballroom good shining attractive liked Service offered waiters Among StartersI liked Chickhen Malai Kebab Paneer Tikka well cooked taste also good starters good less masala powder salt used Green chutney tastless Among main course liked Thai Curry Laal maas rotis Veg Biryani good Taj Lands end doesnt taste like Desserts excellent Rabdi Rasgoullas tasting awesome sweetness used desserts good didnt quite enjoy food made Taj Hotel,Neutral
2102,Taj Colaba beautiful Taj Lands End However property rather boring location great huge Bandra fan Moreover service great neither food,Neutral
3345,Good location Bandra facing sea best known neighbour Bollywood star Shah Rukh Khan whose house almost next door nice neighbourhood feel due residential part South Mumbai hotel lobby bit drab though quite large potential looking much nicer look like posh hotels lobby expected prime Taj property staff courteous though made lack 5 star deluxe feel hotel Club floor rooms old style quite disappointed asked room change club floor rooms regular floor renovated rooms club floor value use club lounge extensively removated rooms however quite nice and…,Neutral
3110,booked advance n requested Cotton Bed arranged Check Reception provided room n rather refuse Thrice Room Keys working delayed 15 minutes Later 1145pm regret Housekeeping provided Cotton bed lastly Sleep Complimentary average Breakfast Mess Taj,Neutral
2941,big busy hotel lots personality Lots people locals tourists going hotel environement great amazing home 17 days dec jan 20142015 good time hotel children enjoyed poolarea green areas nice hotel busy makes interesting big fuss start rooms eventhough reserved advance six months rooms arrived put us temporary rooms got sketchy explanation club receptionist said wanted talk GM gave us proper room 36 hours arriving traveled 20 hours really tired club staff not…,Neutral
2589,everything good except room size roms average caterogy dont expect taj hotels rest eveything ws good nicely managed location superb services good overall eveything good except rooms,Neutral
826,Taj standards many ways therefore written issues feedback hotel Let security staff restaurant staff housekeeping front desk staff elevators nightmare wait time,Neutral
4426,location hotel bit let wrong side causeway really Mumbai room pleasant clean lovely bathroom staff attentive point quite annoying breakfast dull unless like Indian food everyday bacon fatty overcooked get waited get coffee Id rather get mini bar really expensive £7 bar chocolate food generally hotel well priced business facilities excellent Quite frankly worth money,Neutral
4249,Location good food quality fine View Sea sea link really great service really nice bad part hotel rooms Rooms old fashioned kind TV rooms one keeps TVs homes even doubt reception grand gives feel royalty furniture room designs old style,Neutral
3151,Hotel situated Band Stands Bandra famous land mark area location property excellent One side room facing towards Worli sea link Bridge sidw facing Band Stand sea face,Neutral
4288,Deluxe Luxury Rooms looking old tired Carpets worn grubby Also rooms seem need thorough clean particularly fingerprints dirty marks bathroomwardrobe doors around door handles comments reputation excellent service levels Taj hotels bit confused led smoking room arrival booked nonsmoking room asked preference reception desk checkin requested nonsmoking fixed made check longer process One thing really dislike Taj group hotels limit one device connected internet Nearly hotels allow multiple devices previous…,Neutral
601,always staff checkin checkout room service kind receptive bit issues check personal checking confirmed priorities places room nothing took 45 min Visit 3 people get placed room Puneet Himadri two assets Taj Lands End seems bad hands unprofessional staff,Neutral
4347,Tucked away corner Mumbai Taj Lands end beautiful view sea large spacious rooms hotel land mark Mumbai beautiful lobby Atrium Lounge great swimming pool fabulous gym Though food buffet nothing great lacks kind perfection food guess service restaurants made food look good However chinese food amazing must visit nice hotel though little away town one sure catch enough action around,Neutral
3970,stayed 4 times lat 12 months experience fantastic Even UK standards hotel expensive however worth pampered first time went given free upgrade club level free drinks etc One negative could think allow two wheeled vehicles front entrance one occasion dropped hotel 2am night friend motor bike hotel allow dropped door time vehicle present sight Maybe bit stiff rules Also food hotel restaurants bar near reception expensive ask concierge direct…,Neutral
1265,Taj Hotel superb restaurants great lounge bar new gastro pub nice foyer also nice outdoor space including two connected pools excellent gym However reason rated overall experience average customer service levels pale comparison many comparable hotels stayed India Right point check issues check process Club Lounge less noisy set rooms day two drilling directly slow service times However must say hotels management lot remedy situation plus side Chinese restaurant great gastro pub nice addition India restaurant good The…,Neutral
3057,Taj Lands End certainly five star hotel question Yet far away center Mumbai may India Great staff great service yet bother stay unless want totally insulated isolated real experience India even modern Mumbai India 40 minute taxi drive Gateway India traffic good,Neutral
507,Excellent property great location clean rooms check process little bit embarassing requests denied doesnt match Taj Hospitality Culture great INDIAN INTERNATIONAL BRAND denial simple gusts requests accommodated without saying,Neutral
1031,Mixed feelings place parts modern fresh yet aspects old need modernisation Extensive views ocean Staff go way make feel welcome although five different waiters taking turns somewhat uncoordinated every minute ask food OK perhaps little OTT Room good size peak season expensive get High ish levels security feel safe bit pompous stuffy places dress code overly felt little restrained every one best behaviour Breakfast good wide choice cater Small pool busy rowdy local children times thats hotels fault parents …,Neutral
3962,place came highly recommended wel placed freinds made point make last stopover long 19 day journey India much various cities towns Rajasthan Checked 01012013 days experienced good hotels Rajasthan anticipated ultimate Mumbai Taj Lands Enduntil got rooms 11th level guests thought 11th floor Kids room bad odour housekeeping tried address plugging dehumidifierdid sort issue rooms equiped old fashioned TVs like old CRT monitors instead modern flat screens Breakfast greeted queue people waiting…,Neutral
2173,tough time food orders quality food taste horrible felt bad kids coz struggle room service delayed beyond expectation overall tough time Leisure trip,Neutral
1155,second time staying although Mumbai sometimes venture live overnight hotels Mumbai Last visit happy hotel overall services time wasn’t happy stay first unwanted encounter check receptionist mentioned since room type booked wasn’t ready would like upgraded Club rooms extra cost quietly agreed pay upgrade celebrate wife’s birthday want wait lobby wedding function hotel noisy wedding guests around ex hotelier knew quite well could done free Red Flag chose keep…,Neutral
4584,hotel located great location probably best business Quite drive airport However views stunning stayed hotel renovation going lot noise work even late night staff able resolve situation could figure noise coming jet lagged could sleep day night offer free night stayed 2 nights food great expensive Difficult find cab area anything else eat close Shahrukh Khans house Bollywoods leading super star location great would prefer something closer expressway business…,Neutral
1003,Great stay well laid hotel luxurious oversized bedrooms bath bed Fantastic views Persian sea Room service highest standard smaller issues night foul water stink developed coming drains aircon bathroom room 2046 opening windows turning aircon diminish Also staff must aware problem cleaned closed plugs sinks baths Tile grouting also cracked unfinished bathroom looked dirty places Secondly lobby bell boys concierge quite obstructive went check airport hotel car booking end stay first denying booking explained it…,Neutral
1470,property good weekend break big property landmark Western suburbs thing staying one day see eating items everyday poor choice food varieties buffet compare charges buffet food varieties quality disappointed food lover think twice making booking,Neutral
953,time experience bad normally stay property twice every year knew property pay bit extra time take higher floors sea facing rooms older customer normally know types rooms time checkin offered room city view partial sea view called concierge asked paid sea facing person said Sir sea facing room u sea water outside window later mentioned know rooms well sea facing rooms partial view room manager called switched room Overall everything 5 STAR REGRETS APART EXPERIENCE,Neutral
3036,Poor attention detail Zero anticipation clients needs even repeat visitor Indifferent hospitality indifferent food absence leadership apparent Great location fabulous view somewhat mitigates shortcomings Hotel seems take customers granted,Neutral
973,previous stays August 2017 exceptional greeted chocolates flowers given 5 stars trip advisor time February 2018 room 1740 1742 absolutely disappointed rooms upto mark broken toilet seats breakfast experience absolutely horrendous 5 days stayed really wish would change give 1 star trip advisor Staff Ms Renuka Mr Omkar best make stay comfortable disappointed stay Taj Lands End Bandra,Neutral
1510,decent hotel clean decent sized rooms bathrooms good location views rooms though need redone wall paper carpet esp biggest problem sound plumbing shower Else staff always courteous friendly,Neutral
4183,really like Taj group hotels found one disapointing corporate feel found service little cold rooms comfortable enjoyed room service menu location bit way center town,Neutral
2173,tough time food orders quality food taste horrible felt bad kids coz struggle room service delayed beyond expectation overall tough time Leisure trip,Neutral
4086,Good hotel old rooms great location friendly staff coffee shop youre okay ignoring food alright Good Breakfast Spread,Neutral
1025,great 3 nights stay property location Bandra awesome Christmas experience Mumbai Mount Mary Basilica nearby great street foods nearby rooms grand housekeeping made us sure overall experience pleasant spots service improvements needed property Taj brand 1 Part reason booking property specific choice rooms made view Nariman point Worli sea link done several months advance Despite planning checkin told Worli view available settle Bandstand view 2 checkout early morning flight catch requested breakfast to…,Neutral
4587,one three Taj properties Mumbai patch Taj Mahal Apollo Bunder original nice clean business hotel good location North Mumbai dont go way stay Restaurants disappointingly average,Neutral
953,time experience bad normally stay property twice every year knew property pay bit extra time take higher floors sea facing rooms older customer normally know types rooms time checkin offered room city view partial sea view called concierge asked paid sea facing person said Sir sea facing room u sea water outside window later mentioned know rooms well sea facing rooms partial view room manager called switched room Overall everything 5 STAR REGRETS APART EXPERIENCE,Neutral
1735,Visited hotel long timeThe place situated scenic ideal location One expects class service TajThat missing Simple thing like coffee awful worse street side stall coffee tea available 10 rupees staff confusedEven entrance required females uniform standing even smile face food blandThe waiters even filling empty trays buffet looked like one place going motions serving Pity Taj hotel stooped low,Neutral
3130,Getting dated Taj touch disappeared Check surprises like one experienced change room first night another one balance four night stay oh irritating 18 hour flight,Neutral
4249,Location good food quality fine View Sea sea link really great service really nice bad part hotel rooms Rooms old fashioned kind TV rooms one keeps TVs homes even doubt reception grand gives feel royalty furniture room designs old style,Neutral
4183,really like Taj group hotels found one disapointing corporate feel found service little cold rooms comfortable enjoyed room service menu location bit way center town,Neutral
80,party 11 celebrating fathers birthday Vista restaurant Sunday afternoon flew Australia specially event buffet great ambience amazing service slow almost didnt bother ordered coke took 45 minutes bring ask 3 times 3 different waiters finally asked manager drinks came meal dad asked cold meat cuts said theyre happy provide came way done desserts almost wait staff didnt care someone whos hotels world didnt live name reputation However food delicious good,Neutral
3470,Ok hotel Actually expected Taj hotel highly rated Rooms bit worn Service could lot better Eg welcome drinks came wrong room Bags took 30 minutes sent room Wifi available lobby free Breakfast OK Good location,Neutral
1289,experience hotel somehow mitigated long travel 6 hours arriving early morning 5 although company needful booking covering related expenditure requested pay previous day booking pick charges front desk staff manager requested credit card details lot explanation obviously position react given tired long flight wanted go room freshen retrieve communication docs called unfortunately colleague early time exhausted understand challenge finally gave card details office followed later Upon observation believe needs level consistency…,Neutral
3095,room 1202 poor wifi internet speeds free wifi would welcome initiative especially age Also found really hard use laptop bed without electricity outlet near bed,Neutral
2584,great view room location average experience fivestar hotel charges much front desk generous enough give us considerably early checkin standard late checkout deal faced several issues room TV room malfunctioned twice switchescontrols didnt work shower absolute disaster ergonomic nightmare paint peeling near toilet floor service went Italian restaurant hotel food fantastic service gaffes marred nice evening brought food bar though asked seated table one free wondered aloud chef came table itd great…,Neutral
4,hotel located nice place TAJ signature service standard good worth money enjoyed stay charged extra water fair otherwise overall good experience would recommend hotel,Neutral
3325,Taj Lands End located one best parts city ideal Taj property staying two months work assignment stayed business friendly hotels world disappointed Taj property great things hotel Staff excellent customer service food rooms average decor bit disappointing interconnected esp ones facing pool Sea Link expect noise regular wedding parties premises ensures noise till late night thanks traffic music pool facing sea link facing room fortunately staff took great care transfer quieter section hotel facing bandstand…,Neutral
4484,taj lands end one finest hotel mumbai thre months back business trip amzed service,Neutral
1031,Mixed feelings place parts modern fresh yet aspects old need modernisation Extensive views ocean Staff go way make feel welcome although five different waiters taking turns somewhat uncoordinated every minute ask food OK perhaps little OTT Room good size peak season expensive get High ish levels security feel safe bit pompous stuffy places dress code overly felt little restrained every one best behaviour Breakfast good wide choice cater Small pool busy rowdy local children times thats hotels fault parents …,Neutral
710,Worst breakfast experience last 8 years going new staff needs trained like old attentive staffmove way bump pass 4 lifts 1 renovation ever floor takes 10 mins come every time need hire good lift software programmerbeds comfortable good view excellent spa treatment good food service masalabay Excellent club room check experience,Neutral
1453,PAID sea view gave poor view room side view u u taken price actually degraded despite inner circle member visited vista restaurant food service poor call duty manager report,Neutral
